truck_id,date,region,status,distance_km,fuel_consumed_l,load_kg,avg_speed_kmh,stops_completed,trip_duration_min
TRK-COA-02,2026-02-02,Coastal & Red Sea,Completed,46.0,14.9,7046,22.9,14,120.5
TRK-COA-03,2026-02-02,Coastal & Red Sea,Completed,102.7,33.5,2010,16.6,9,371.2
TRK-GRE-01,2026-02-03,Greater Cairo,Completed,92.4,37.8,3244,34.5,8,160.7
TRK-GRE-02,2026-02-03,Greater Cairo,Fuel Anomaly,86.3,58.6,1745,29.4,24,176.1
TRK-GRE-03,2026-02-03,Greater Cairo,Completed,96.5,31.2,10445,28.1,18,206.0
TRK-GRE-04,2026-02-03,Greater Cairo,Completed,86.1,34.0,8394,23.2,21,222.7
TRK-GRE-05,2026-02-03,Greater Cairo,Completed,68.0,27.0,4081,22.5,19,181.3
TRK-DEL-01,2026-02-03,Delta,Completed,84.4,27.2,6646,20.9,23,242.3
TRK-DEL-02,2026-02-03,Delta,Completed,42.4,16.4,2099,20.7,21,122.9
TRK-DEL-03,2026-02-03,Delta,Completed,77.1,28.3,4239,29.0,14,159.5
TRK-DEL-04,2026-02-03,Delta,Completed,33.9,13.7,2809,38.5,12,52.8
TRK-CAN-01,2026-02-03,Canal & Sinai,Completed,69.4,25.4,2190,24.2,22,172.1
TRK-CAN-02,2026-02-03,Canal & Sinai,Completed,83.3,31.8,8477,24.2,22,206.5
TRK-UPP-01,2026-02-03,Upper Egypt,Completed,47.6,18.1,7488,23.5,17,121.5
TRK-UPP-02,2026-02-03,Upper Egypt,Completed,84.0,32.6,5077,27.0,13,186.7
TRK-UPP-03,2026-02-03,Upper Egypt,Completed,33.6,10.8,5050,25.5,24,79.1
TRK-COA-01,2026-02-03,Coastal & Red Sea,Completed,64.6,25.4,1521,22.2,19,174.6
TRK-COA-02,2026-02-03,Coastal & Red Sea,Completed,57.7,21.0,6800,31.6,9,109.6
TRK-COA-03,2026-02-03,Coastal & Red Sea,Completed,82.5,30.3,2376,17.3,15,286.1
TRK-GRE-01,2026-02-04,Greater Cairo,Completed,87.3,36.3,2128,26.2,21,199.9
TRK-GRE-02,2026-02-04,Greater Cairo,Completed,87.7,28.4,1896,21.1,14,249.4
TRK-GRE-03,2026-02-04,Greater Cairo,Completed,76.7,31.1,10296,37.9,19,121.4
TRK-GRE-04,2026-02-04,Greater Cairo,Completed,86.9,34.9,6003,33.9,15,153.8
TRK-GRE-05,2026-02-04,Greater Cairo,Completed,94.4,35.3,4476,19.6,13,289.0
TRK-DEL-01,2026-02-04,Delta,Completed,91.0,34.1,9356,32.2,9,169.6
TRK-DEL-02,2026-02-04,Delta,Completed,46.7,15.3,1854,31.6,21,88.7
TRK-DEL-03,2026-02-04,Delta,Completed,108.1,42.6,3629,23.4,18,277.2
TRK-DEL-04,2026-02-04,Delta,Completed,110.8,45.9,2356,32.8,9,202.7
TRK-CAN-01,2026-02-04,Canal & Sinai,Completed,27.2,10.3,3035,20.1,15,81.2
TRK-CAN-02,2026-02-04,Canal & Sinai,Completed,28.8,9.5,10969,19.8,22,87.3
TRK-UPP-01,2026-02-04,Upper Egypt,Completed,50.5,18.5,5080,32.9,24,92.1
TRK-UPP-02,2026-02-04,Upper Egypt,Completed,85.0,30.7,5993,25.9,9,196.9
TRK-UPP-03,2026-02-04,Upper Egypt,Completed,76.0,25.3,3558,24.3,24,187.7
TRK-COA-01,2026-02-04,Coastal & Red Sea,Completed,37.6,15.2,1625,36.5,13,61.8
TRK-COA-02,2026-02-04,Coastal & Red Sea,Completed,46.3,15.4,5679,30.2,9,92.0
TRK-COA-03,2026-02-04,Coastal & Red Sea,Completed,72.6,28.7,2334,23.3,12,187.0
TRK-GRE-01,2026-02-05,Greater Cairo,Completed,56.3,23.5,2459,19.3,8,175.0
TRK-GRE-02,2026-02-05,Greater Cairo,Completed,57.3,20.5,2654,39.1,20,87.9
TRK-GRE-03,2026-02-05,Greater Cairo,Completed,33.8,13.1,5120,38.7,18,52.4
TRK-GRE-04,2026-02-05,Greater Cairo,Completed,73.0,30.5,8909,34.5,10,127.0
TRK-GRE-05,2026-02-05,Greater Cairo,Completed,100.9,42.1,3723,21.9,24,276.4
TRK-DEL-01,2026-02-05,Delta,Fuel Anomaly,71.4,50.8,8165,28.0,8,153.0
TRK-DEL-02,2026-02-05,Delta,Completed,58.3,19.7,1224,28.2,12,124.0
TRK-DEL-03,2026-02-05,Delta,Completed,27.0,10.3,3302,43.6,24,37.2
TRK-DEL-04,2026-02-05,Delta,Completed,31.9,10.7,1461,37.7,19,50.8
TRK-CAN-01,2026-02-05,Canal & Sinai,Completed,70.5,27.6,2837,33.5,9,126.3
TRK-CAN-02,2026-02-05,Canal & Sinai,Completed,97.5,36.6,7945,16.0,20,365.6
TRK-UPP-01,2026-02-05,Upper Egypt,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-UPP-02,2026-02-05,Upper Egypt,Completed,98.5,39.3,4914,16.6,20,356.0
TRK-UPP-03,2026-02-05,Upper Egypt,Completed,106.3,43.4,3587,18.9,18,337.5
TRK-COA-01,2026-02-05,Coastal & Red Sea,Completed,96.2,38.6,1302,25.0,10,230.9
TRK-COA-02,2026-02-05,Coastal & Red Sea,Completed,88.7,34.0,9159,31.6,8,168.4
TRK-COA-03,2026-02-05,Coastal & Red Sea,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-GRE-01,2026-02-06,Greater Cairo,Completed,53.5,18.2,2494,36.7,12,87.5
TRK-GRE-02,2026-02-06,Greater Cairo,Completed,88.5,35.2,1742,32.0,17,165.9
TRK-GRE-03,2026-02-06,Greater Cairo,Completed,70.3,27.2,5165,15.7,10,268.7
TRK-GRE-04,2026-02-06,Greater Cairo,Completed,84.2,28.2,4937,23.1,11,218.7
TRK-GRE-05,2026-02-06,Greater Cairo,Completed,67.9,26.8,3333,34.5,21,118.1
TRK-DEL-01,2026-02-06,Delta,Completed,75.7,28.9,5692,36.2,18,125.5
TRK-DEL-02,2026-02-06,Delta,Completed,40.7,15.8,2486,20.8,24,117.4
TRK-DEL-03,2026-02-06,Delta,Completed,38.9,13.5,2801,24.3,10,96.0
TRK-DEL-04,2026-02-06,Delta,Completed,39.0,12.6,2061,27.6,9,84.8
TRK-CAN-01,2026-02-06,Canal & Sinai,Completed,49.9,16.0,2026,14.6,22,205.1
TRK-CAN-02,2026-02-06,Canal & Sinai,Completed,65.4,27.0,6996,30.5,13,128.7
TRK-UPP-01,2026-02-06,Upper Egypt,Completed,50.6,20.0,6157,38.3,19,79.3
TRK-UPP-02,2026-02-06,Upper Egypt,Completed,68.4,25.9,7351,40.1,10,102.3
TRK-UPP-03,2026-02-06,Upper Egypt,Completed,35.8,12.5,6937,36.7,8,58.5
TRK-COA-01,2026-02-06,Coastal & Red Sea,Completed,60.5,19.8,2086,29.9,8,121.4
TRK-COA-02,2026-02-06,Coastal & Red Sea,Completed,55.7,21.8,9620,25.7,10,130.0
TRK-COA-03,2026-02-06,Coastal & Red Sea,Completed,77.9,30.1,1982,32.6,16,143.4
TRK-GRE-01,2026-02-07,Greater Cairo,Completed,52.4,17.5,4615,26.6,11,118.2
TRK-GRE-02,2026-02-07,Greater Cairo,Completed,59.3,22.8,1678,37.6,14,94.6
TRK-GRE-03,2026-02-07,Greater Cairo,Completed,87.3,32.7,10700,36.4,12,143.9
TRK-GRE-04,2026-02-07,Greater Cairo,Completed,35.3,14.2,6620,38.1,22,55.6
TRK-GRE-05,2026-02-07,Greater Cairo,Completed,52.3,17.1,3124,41.5,15,75.6
TRK-DEL-01,2026-02-07,Delta,Completed,54.7,18.7,7773,21.4,9,153.4
TRK-DEL-02,2026-02-07,Delta,Completed,54.9,22.6,2569,37.4,8,88.1
TRK-DEL-03,2026-02-07,Delta,Completed,60.9,24.0,4055,36.2,15,100.9
TRK-DEL-04,2026-02-07,Delta,Completed,32.8,12.5,1875,24.0,23,82.0
TRK-CAN-01,2026-02-07,Canal & Sinai,Completed,100.1,33.0,2798,16.8,23,357.5
TRK-CAN-02,2026-02-07,Canal & Sinai,Completed,54.1,22.6,6301,25.8,12,125.8
TRK-UPP-01,2026-02-07,Upper Egypt,Completed,94.9,31.9,3487,30.6,17,186.1
TRK-UPP-02,2026-02-07,Upper Egypt,Completed,101.9,35.6,5035,35.9,8,170.3
TRK-UPP-03,2026-02-07,Upper Egypt,Completed,54.5,22.7,3372,30.0,15,109.0
TRK-COA-01,2026-02-07,Coastal & Red Sea,Completed,55.0,21.5,2460,36.9,24,89.4
TRK-COA-02,2026-02-07,Coastal & Red Sea,Completed,93.7,32.1,10845,23.7,21,237.2
TRK-COA-03,2026-02-07,Coastal & Red Sea,Completed,55.5,21.7,2179,37.5,24,88.8
TRK-GRE-01,2026-02-08,Greater Cairo,Completed,26.8,9.6,3813,24.1,19,66.7
TRK-GRE-02,2026-02-08,Greater Cairo,Completed,39.6,14.7,1331,37.5,20,63.4
TRK-GRE-03,2026-02-08,Greater Cairo,Completed,68.3,27.6,7729,43.6,20,94.0
TRK-GRE-04,2026-02-08,Greater Cairo,Completed,60.4,23.7,9875,35.9,14,100.9
TRK-GRE-05,2026-02-08,Greater Cairo,Completed,38.2,14.4,2587,33.8,8,67.8
TRK-DEL-01,2026-02-08,Delta,Completed,56.7,21.8,8224,26.8,15,126.9
TRK-DEL-02,2026-02-08,Delta,Completed,114.5,42.2,1373,15.9,8,432.1
TRK-DEL-03,2026-02-08,Delta,Completed,102.1,42.8,2863,30.8,22,198.9
TRK-DEL-04,2026-02-08,Delta,Completed,88.6,30.7,1520,20.6,19,258.1
TRK-CAN-01,2026-02-08,Canal & Sinai,Completed,34.6,12.7,3376,27.5,18,75.5
TRK-CAN-02,2026-02-08,Canal & Sinai,Completed,56.9,20.1,7150,18.5,10,184.5
TRK-UPP-01,2026-02-08,Upper Egypt,Completed,30.5,10.5,5309,18.3,21,100.0
TRK-UPP-02,2026-02-08,Upper Egypt,Completed,86.3,30.5,6615,29.1,19,177.9
TRK-UPP-03,2026-02-08,Upper Egypt,Completed,52.3,17.4,7582,18.5,16,169.6
TRK-COA-01,2026-02-08,Coastal & Red Sea,Completed,117.8,38.9,2839,32.3,18,218.8
TRK-COA-02,2026-02-08,Coastal & Red Sea,Completed,85.3,27.8,7414,25.6,21,199.9
TRK-COA-03,2026-02-08,Coastal & Red Sea,Completed,77.4,30.4,2346,25.1,18,185.0
TRK-GRE-01,2026-02-09,Greater Cairo,Completed,96.3,31.7,4649,17.3,18,334.0
TRK-GRE-02,2026-02-09,Greater Cairo,Completed,75.3,27.8,2039,18.2,17,248.2
TRK-GRE-03,2026-02-09,Greater Cairo,Completed,32.6,11.7,8783,31.0,19,63.1
TRK-GRE-04,2026-02-09,Greater Cairo,Completed,41.2,16.8,9152,31.7,24,78.0
TRK-GRE-05,2026-02-09,Greater Cairo,Completed,84.9,27.8,2576,26.2,24,194.4
TRK-DEL-01,2026-02-09,Delta,Completed,80.7,27.6,5458,42.2,12,114.7
TRK-DEL-02,2026-02-09,Delta,Completed,58.3,24.3,1437,44.1,17,79.3
TRK-DEL-03,2026-02-09,Delta,Completed,51.6,18.1,4161,29.8,22,103.9
TRK-DEL-04,2026-02-09,Delta,Completed,44.3,15.4,1391,25.3,15,105.1
TRK-CAN-01,2026-02-09,Canal & Sinai,Completed,92.7,32.3,3102,30.9,14,180.0
TRK-CAN-02,2026-02-09,Canal & Sinai,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-UPP-01,2026-02-09,Upper Egypt,Completed,61.6,20.9,5102,27.6,12,133.9
TRK-UPP-02,2026-02-09,Upper Egypt,Completed,26.5,9.6,6038,39.6,16,40.2
TRK-UPP-03,2026-02-09,Upper Egypt,Completed,83.7,33.9,7546,25.5,16,196.9
TRK-COA-01,2026-02-09,Coastal & Red Sea,Completed,77.4,25.8,1836,36.1,22,128.6
TRK-COA-02,2026-02-09,Coastal & Red Sea,Completed,93.6,33.5,10910,18.1,10,310.3
TRK-COA-03,2026-02-09,Coastal & Red Sea,Completed,43.9,16.3,2309,35.5,9,74.2
TRK-GRE-01,2026-02-10,Greater Cairo,Completed,41.9,13.5,2558,26.9,16,93.5
TRK-GRE-02,2026-02-10,Greater Cairo,Completed,55.8,21.9,2373,31.8,17,105.3
TRK-GRE-03,2026-02-10,Greater Cairo,Completed,73.4,28.5,8723,36.8,24,119.7
TRK-GRE-04,2026-02-10,Greater Cairo,Completed,37.1,14.1,7265,30.3,15,73.5
TRK-GRE-05,2026-02-10,Greater Cairo,Completed,92.7,32.4,2313,22.2,20,250.5
TRK-DEL-01,2026-02-10,Delta,Completed,62.6,23.1,6030,28.9,12,130.0
TRK-DEL-02,2026-02-10,Delta,Completed,95.5,33.0,1972,29.5,23,194.2
TRK-DEL-03,2026-02-10,Delta,Completed,79.2,26.3,4516,17.9,20,265.5
TRK-DEL-04,2026-02-10,Delta,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-CAN-01,2026-02-10,Canal & Sinai,Completed,32.5,11.0,3941,21.4,8,91.1
TRK-CAN-02,2026-02-10,Canal & Sinai,Completed,59.0,23.4,10027,18.8,9,188.3
TRK-UPP-01,2026-02-10,Upper Egypt,Completed,60.2,21.9,5374,21.9,21,164.9
TRK-UPP-02,2026-02-10,Upper Egypt,Completed,37.8,14.2,6159,27.1,12,83.7
TRK-UPP-03,2026-02-10,Upper Egypt,Completed,51.5,18.9,5526,31.8,15,97.2
TRK-COA-01,2026-02-10,Coastal & Red Sea,Completed,37.5,14.8,1522,20.7,22,108.7
TRK-COA-02,2026-02-10,Coastal & Red Sea,Completed,45.4,18.0,9985,33.6,14,81.1
TRK-COA-03,2026-02-10,Coastal & Red Sea,Completed,61.8,21.5,1785,25.3,19,146.6
TRK-GRE-01,2026-02-11,Greater Cairo,Completed,76.8,27.3,2998,22.6,18,203.9
TRK-GRE-02,2026-02-11,Greater Cairo,Completed,42.8,16.7,1646,38.2,20,67.2
TRK-GRE-03,2026-02-11,Greater Cairo,Completed,61.6,23.2,8555,16.1,10,229.6
TRK-GRE-04,2026-02-11,Greater Cairo,Completed,90.1,30.0,10651,20.4,11,265.0
TRK-GRE-05,2026-02-11,Greater Cairo,Completed,31.4,11.4,3771,25.7,13,73.3
TRK-DEL-01,2026-02-11,Delta,Completed,94.6,32.3,9428,23.6,16,240.5
TRK-DEL-02,2026-02-11,Delta,Completed,82.3,28.4,1344,19.8,9,249.4
TRK-DEL-03,2026-02-11,Delta,Completed,88.7,33.8,3971,37.5,10,141.9
TRK-DEL-04,2026-02-11,Delta,Completed,82.5,32.6,1821,18.6,17,266.1
TRK-CAN-01,2026-02-11,Canal & Sinai,Completed,78.6,27.2,3428,26.2,10,180.0
TRK-CAN-02,2026-02-11,Canal & Sinai,Completed,48.5,16.4,9673,38.0,10,76.6
TRK-UPP-01,2026-02-11,Upper Egypt,Completed,55.7,19.4,5158,17.8,16,187.8
TRK-UPP-02,2026-02-11,Upper Egypt,Completed,98.2,35.3,4827,26.7,17,220.7
TRK-UPP-03,2026-02-11,Upper Egypt,Completed,89.9,31.4,4715,26.2,14,205.9
TRK-COA-01,2026-02-11,Coastal & Red Sea,Completed,60.0,20.4,2135,20.8,15,173.1
TRK-COA-02,2026-02-11,Coastal & Red Sea,Completed,42.1,16.8,8217,20.3,8,124.4
TRK-COA-03,2026-02-11,Coastal & Red Sea,Completed,82.4,33.0,2107,18.5,20,267.2
TRK-GRE-01,2026-02-12,Greater Cairo,Completed,80.6,26.7,3244,25.7,10,188.2
TRK-GRE-02,2026-02-12,Greater Cairo,Completed,68.0,23.2,2212,23.2,22,175.9
TRK-GRE-03,2026-02-12,Greater Cairo,Completed,46.2,19.4,5389,38.5,15,72.0
TRK-GRE-04,2026-02-12,Greater Cairo,Completed,34.9,11.5,11317,21.7,19,96.5
TRK-GRE-05,2026-02-12,Greater Cairo,Completed,32.4,10.9,2830,24.4,21,79.7
TRK-DEL-01,2026-02-12,Delta,Completed,45.0,15.1,10743,38.1,15,70.9
TRK-DEL-02,2026-02-12,Delta,Completed,34.9,13.0,1789,39.9,24,52.5
TRK-DEL-03,2026-02-12,Delta,Completed,38.5,12.3,2793,44.8,13,51.6
TRK-DEL-04,2026-02-12,Delta,Completed,78.7,25.6,2625,19.5,19,242.2
TRK-CAN-01,2026-02-12,Canal & Sinai,Completed,78.7,31.6,2440,21.8,12,216.6
TRK-CAN-02,2026-02-12,Canal & Sinai,Completed,50.3,17.9,5343,32.7,16,92.3
TRK-UPP-01,2026-02-12,Upper Egypt,Completed,51.2,18.8,6176,27.8,19,110.5
TRK-UPP-02,2026-02-12,Upper Egypt,Completed,72.8,29.5,5371,18.1,21,241.3
TRK-UPP-03,2026-02-12,Upper Egypt,Completed,64.0,22.0,6460,21.7,10,177.0
TRK-COA-01,2026-02-12,Coastal & Red Sea,Completed,80.1,33.4,1541,19.2,10,250.3
TRK-COA-02,2026-02-12,Coastal & Red Sea,Completed,76.4,30.4,8737,35.8,10,128.0
TRK-COA-03,2026-02-12,Coastal & Red Sea,Completed,29.8,9.9,1870,19.1,22,93.6
TRK-GRE-01,2026-02-13,Greater Cairo,Completed,54.2,18.7,4078,29.8,18,109.1
TRK-GRE-02,2026-02-13,Greater Cairo,Completed,103.1,41.4,2626,18.4,13,336.2
TRK-GRE-03,2026-02-13,Greater Cairo,Completed,77.1,31.9,11149,26.5,16,174.6
TRK-GRE-04,2026-02-13,Greater Cairo,Completed,48.3,19.4,10968,26.0,20,111.5
TRK-GRE-05,2026-02-13,Greater Cairo,Completed,82.4,30.2,3865,20.8,10,237.7
TRK-DEL-01,2026-02-13,Delta,Completed,62.8,20.4,6859,37.8,14,99.7
TRK-DEL-02,2026-02-13,Delta,Completed,32.4,12.9,2265,29.0,20,67.0
TRK-DEL-03,2026-02-13,Delta,Completed,29.5,12.2,2248,19.0,9,93.2
TRK-DEL-04,2026-02-13,Delta,Completed,44.5,15.7,2682,20.3,19,131.5
TRK-CAN-01,2026-02-13,Canal & Sinai,Completed,69.5,28.6,3387,25.8,23,161.6
TRK-CAN-02,2026-02-13,Canal & Sinai,Completed,58.8,24.2,10030,21.4,12,164.9
TRK-UPP-01,2026-02-13,Upper Egypt,Completed,85.6,34.4,3924,19.3,24,266.1
TRK-UPP-02,2026-02-13,Upper Egypt,Completed,33.6,11.1,6794,16.9,10,119.3
TRK-UPP-03,2026-02-13,Upper Egypt,Completed,64.9,24.6,5645,16.2,17,240.4
TRK-COA-01,2026-02-13,Coastal & Red Sea,Completed,63.8,22.4,1832,27.8,9,137.7
TRK-COA-02,2026-02-13,Coastal & Red Sea,Completed,72.5,24.2,9494,31.6,11,137.7
TRK-COA-03,2026-02-13,Coastal & Red Sea,Completed,84.5,34.1,2072,20.3,9,249.8
TRK-GRE-01,2026-02-14,Greater Cairo,Completed,56.4,19.9,3562,18.1,19,187.0
TRK-GRE-02,2026-02-14,Greater Cairo,Completed,50.9,16.4,2465,15.8,11,193.3
TRK-GRE-03,2026-02-14,Greater Cairo,Completed,84.4,34.8,5108,36.9,11,137.2
TRK-GRE-04,2026-02-14,Greater Cairo,Completed,103.1,38.1,5678,19.0,10,325.6
TRK-GRE-05,2026-02-14,Greater Cairo,Completed,46.2,15.1,3257,20.1,20,137.9
TRK-DEL-01,2026-02-14,Delta,Completed,33.5,14.1,9898,31.2,22,64.4
TRK-DEL-02,2026-02-14,Delta,Completed,94.6,39.6,2058,29.1,24,195.1
TRK-DEL-03,2026-02-14,Delta,Completed,87.5,28.0,3804,33.6,20,156.2
TRK-DEL-04,2026-02-14,Delta,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-CAN-01,2026-02-14,Canal & Sinai,Completed,89.2,30.0,3143,22.5,9,237.9
TRK-CAN-02,2026-02-14,Canal & Sinai,Completed,54.8,21.4,6916,25.4,21,129.4
TRK-UPP-01,2026-02-14,Upper Egypt,Completed,84.0,34.6,6850,18.0,21,280.0
TRK-UPP-02,2026-02-14,Upper Egypt,Completed,116.6,39.4,4872,32.6,9,214.6
TRK-UPP-03,2026-02-14,Upper Egypt,Completed,58.9,22.3,6947,21.3,20,165.9
TRK-COA-01,2026-02-14,Coastal & Red Sea,Completed,67.1,23.4,2579,20.5,24,196.4
TRK-COA-02,2026-02-14,Coastal & Red Sea,Completed,39.1,15.3,9845,31.3,20,75.0
TRK-COA-03,2026-02-14,Coastal & Red Sea,Completed,61.6,20.8,2228,25.5,20,144.9
TRK-GRE-01,2026-02-15,Greater Cairo,Completed,64.4,21.3,3045,18.2,14,212.3
TRK-GRE-02,2026-02-15,Greater Cairo,Completed,95.2,30.6,1637,30.9,21,184.9
TRK-GRE-03,2026-02-15,Greater Cairo,Completed,63.7,20.4,8349,36.7,21,104.1
TRK-GRE-04,2026-02-15,Greater Cairo,Completed,56.9,23.7,10221,37.6,18,90.8
TRK-GRE-05,2026-02-15,Greater Cairo,Completed,91.6,38.2,2530,26.5,10,207.4
TRK-DEL-01,2026-02-15,Delta,Completed,89.3,30.9,7126,30.9,19,173.4
TRK-DEL-02,2026-02-15,Delta,Completed,49.8,17.1,1587,16.1,23,185.6
TRK-DEL-03,2026-02-15,Delta,Completed,83.1,33.7,2455,24.7,16,201.9
TRK-DEL-04,2026-02-15,Delta,Completed,101.8,40.2,2691,16.7,13,365.7
TRK-CAN-01,2026-02-15,Canal & Sinai,Completed,59.8,22.9,2156,13.5,8,265.8
TRK-CAN-02,2026-02-15,Canal & Sinai,Completed,107.9,42.6,5840,20.5,12,315.8
TRK-UPP-01,2026-02-15,Upper Egypt,Completed,46.8,17.2,4901,19.0,15,147.8
TRK-UPP-02,2026-02-15,Upper Egypt,Completed,31.6,12.1,6341,24.4,14,77.7
TRK-UPP-03,2026-02-15,Upper Egypt,Completed,83.9,32.8,6617,41.1,23,122.5
TRK-COA-01,2026-02-15,Coastal & Red Sea,Fuel Anomaly,87.5,54.3,1970,17.4,19,301.7
TRK-COA-02,2026-02-15,Coastal & Red Sea,Completed,44.9,18.3,4866,21.3,14,126.5
TRK-COA-03,2026-02-15,Coastal & Red Sea,Completed,36.8,12.5,2022,18.7,21,118.1
TRK-GRE-01,2026-02-16,Greater Cairo,Completed,97.8,39.6,4649,27.7,24,211.8
TRK-GRE-02,2026-02-16,Greater Cairo,Completed,52.4,17.7,2569,17.3,24,181.7
TRK-GRE-03,2026-02-16,Greater Cairo,Completed,78.8,30.0,9641,22.4,10,211.1
TRK-GRE-04,2026-02-16,Greater Cairo,Completed,74.1,28.3,9511,36.7,24,121.1
TRK-GRE-05,2026-02-16,Greater Cairo,Completed,61.0,24.0,3581,21.9,20,167.1
TRK-DEL-01,2026-02-16,Delta,Completed,93.7,34.5,9602,20.2,14,278.3
TRK-DEL-02,2026-02-16,Delta,Completed,64.3,23.2,2407,15.6,19,247.3
TRK-DEL-03,2026-02-16,Delta,Completed,52.4,18.4,4097,23.5,15,133.8
TRK-DEL-04,2026-02-16,Delta,Completed,52.5,19.2,1738,26.6,11,118.4
TRK-CAN-01,2026-02-16,Canal & Sinai,Completed,55.1,21.0,3910,34.8,16,95.0
TRK-CAN-02,2026-02-16,Canal & Sinai,Completed,68.5,23.2,7610,44.9,16,91.5
TRK-UPP-01,2026-02-16,Upper Egypt,Completed,82.6,27.1,4016,29.5,13,168.0
TRK-UPP-02,2026-02-16,Upper Egypt,Completed,40.8,14.7,7450,22.6,21,108.3
TRK-UPP-03,2026-02-16,Upper Egypt,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-COA-01,2026-02-16,Coastal & Red Sea,Completed,105.4,43.1,1473,20.1,23,314.6
TRK-COA-02,2026-02-16,Coastal & Red Sea,Completed,64.1,24.1,10481,30.5,23,126.1
TRK-COA-03,2026-02-16,Coastal & Red Sea,Completed,84.3,28.7,2707,32.9,23,153.7
TRK-GRE-01,2026-02-17,Greater Cairo,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-GRE-02,2026-02-17,Greater Cairo,Completed,60.6,19.5,2461,20.6,18,176.5
TRK-GRE-03,2026-02-17,Greater Cairo,Completed,81.2,27.2,6380,19.4,12,251.1
TRK-GRE-04,2026-02-17,Greater Cairo,Completed,29.4,9.6,8204,37.1,22,47.5
TRK-GRE-05,2026-02-17,Greater Cairo,Completed,32.9,12.8,3344,24.3,13,81.2
TRK-DEL-01,2026-02-17,Delta,Completed,53.5,19.5,5498,19.3,15,166.3
TRK-DEL-02,2026-02-17,Delta,Completed,48.1,19.4,1962,26.7,9,108.1
TRK-DEL-03,2026-02-17,Delta,Completed,34.6,13.0,2474,24.5,21,84.7
TRK-DEL-04,2026-02-17,Delta,Completed,46.5,17.5,1739,16.8,17,166.1
TRK-CAN-01,2026-02-17,Canal & Sinai,Completed,31.9,10.2,3643,21.6,11,88.6
TRK-CAN-02,2026-02-17,Canal & Sinai,Completed,83.9,27.7,6262,33.9,14,148.5
TRK-UPP-01,2026-02-17,Upper Egypt,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-UPP-02,2026-02-17,Upper Egypt,Completed,81.9,28.7,4586,25.0,9,196.6
TRK-UPP-03,2026-02-17,Upper Egypt,Completed,68.6,24.4,7151,29.9,15,137.7
TRK-COA-01,2026-02-17,Coastal & Red Sea,Completed,31.1,10.6,2745,30.2,22,61.8
TRK-COA-02,2026-02-17,Coastal & Red Sea,Completed,44.1,18.1,8406,35.1,9,75.4
TRK-COA-03,2026-02-17,Coastal & Red Sea,Completed,62.3,23.3,1633,33.4,15,111.9
TRK-GRE-01,2026-02-18,Greater Cairo,Completed,42.7,14.7,2748,28.0,14,91.5
TRK-GRE-02,2026-02-18,Greater Cairo,Completed,84.6,33.5,2424,29.9,15,169.8
TRK-GRE-03,2026-02-18,Greater Cairo,Completed,73.7,24.0,4868,29.0,12,152.5
TRK-GRE-04,2026-02-18,Greater Cairo,Completed,100.3,39.1,8271,23.2,17,259.4
TRK-GRE-05,2026-02-18,Greater Cairo,Completed,36.3,13.1,4068,25.2,16,86.4
TRK-DEL-01,2026-02-18,Delta,Completed,93.0,34.3,7515,32.8,20,170.1
TRK-DEL-02,2026-02-18,Delta,Completed,43.8,15.2,1760,35.1,14,74.9
TRK-DEL-03,2026-02-18,Delta,Completed,85.8,34.1,4244,25.3,17,203.5
TRK-DEL-04,2026-02-18,Delta,Completed,102.7,40.4,2422,22.5,10,273.9
TRK-CAN-01,2026-02-18,Canal & Sinai,Completed,31.5,12.9,2659,38.4,18,49.2
TRK-CAN-02,2026-02-18,Canal & Sinai,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-UPP-01,2026-02-18,Upper Egypt,Completed,89.4,37.0,6193,35.9,14,149.4
TRK-UPP-02,2026-02-18,Upper Egypt,Completed,70.0,28.6,5568,29.0,23,144.8
TRK-UPP-03,2026-02-18,Upper Egypt,Completed,73.0,24.9,5233,44.0,24,99.5
TRK-COA-01,2026-02-18,Coastal & Red Sea,Completed,43.1,16.6,2531,26.8,18,96.5
TRK-COA-02,2026-02-18,Coastal & Red Sea,Completed,97.1,36.6,8274,25.1,11,232.1
TRK-COA-03,2026-02-18,Coastal & Red Sea,Completed,49.8,16.6,1671,17.6,10,169.8
TRK-GRE-01,2026-02-19,Greater Cairo,Completed,58.6,23.0,3720,17.5,20,200.9
TRK-GRE-02,2026-02-19,Greater Cairo,Completed,42.7,14.1,2252,38.2,20,67.1
TRK-GRE-03,2026-02-19,Greater Cairo,Fuel Anomaly,65.1,42.1,6282,28.2,18,138.5
TRK-GRE-04,2026-02-19,Greater Cairo,Completed,84.2,35.1,10238,26.7,8,189.2
TRK-GRE-05,2026-02-19,Greater Cairo,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-DEL-01,2026-02-19,Delta,Completed,61.3,23.1,5093,19.1,8,192.6
