bin_id,timestamp,fill_level_pct,waste_weight_kg,waste_type,temperature_c,humidity_pct,battery_level_pct,sensor_status,was_collected
BIN-الش-006-1160,2026-02-03T21:00:00,68.4,210.79,Glass,11.7,68.0,63.1,OK,False
BIN-الش-007-E4BD,2026-02-03T00:00:00,44.5,29.94,Glass,9.0,41.7,65.2,OK,False
BIN-الش-007-E4BD,2026-02-03T03:00:00,49.9,33.53,Glass,9.7,65.7,65.1,OK,False
BIN-الش-007-E4BD,2026-02-03T06:00:00,53.2,35.78,Glass,10.2,41.4,65.1,OK,False
BIN-الش-007-E4BD,2026-02-03T09:00:00,55.5,37.3,Glass,9.9,59.6,65.0,OK,False
BIN-الش-007-E4BD,2026-02-03T12:00:00,59.3,39.88,Glass,13.1,36.1,65.0,OK,False
BIN-الش-007-E4BD,2026-02-03T15:00:00,62.9,42.3,Glass,11.4,28.0,64.9,OK,False
BIN-الش-007-E4BD,2026-02-03T18:00:00,67.2,45.14,Glass,11.3,39.5,64.9,OK,False
BIN-الش-007-E4BD,2026-02-03T21:00:00,70.8,47.6,Glass,13.3,58.8,64.8,OK,False
BIN-الش-008-9246,2026-02-03T00:00:00,7.3,13.54,Plastic,12.6,59.1,68.5,OK,False
BIN-الش-008-9246,2026-02-03T03:00:00,8.0,14.8,Plastic,11.5,53.5,68.5,OK,False
BIN-الش-008-9246,2026-02-03T06:00:00,8.6,15.88,Plastic,8.8,63.7,68.5,OK,False
BIN-الش-008-9246,2026-02-03T09:00:00,9.0,16.7,Plastic,11.5,60.8,68.4,OK,False
BIN-الش-008-9246,2026-02-03T12:00:00,9.6,17.72,Plastic,8.9,63.1,68.3,OK,False
BIN-الش-008-9246,2026-02-03T15:00:00,10.2,18.8,Plastic,10.0,73.2,68.3,OK,False
BIN-الش-008-9246,2026-02-03T18:00:00,10.6,19.64,Plastic,8.4,61.4,68.2,OK,False
BIN-الش-008-9246,2026-02-03T21:00:00,11.1,20.53,Plastic,11.3,78.0,68.2,OK,False
BIN-الش-009-CD66,2026-02-03T00:00:00,79.4,53.33,Mixed,9.7,56.4,72.8,OK,False
BIN-الش-009-CD66,2026-02-03T03:00:00,87.5,58.77,Mixed,9.7,40.9,72.7,OK,False
BIN-الش-009-CD66,2026-02-03T06:00:00,93.7,62.99,Mixed,9.1,70.6,72.7,OK,False
BIN-الش-009-CD66,2026-02-03T09:00:00,100.0,67.86,Mixed,10.4,64.7,72.6,OK,False
BIN-الش-009-CD66,2026-02-03T12:00:00,100.0,70.56,Mixed,7.5,50.7,72.6,OK,False
BIN-الش-009-CD66,2026-02-03T15:00:00,1.3,0.87,Mixed,7.9,70.9,72.5,OK,True
BIN-الش-009-CD66,2026-02-03T18:00:00,6.3,4.23,Mixed,9.4,55.7,72.4,OK,False
BIN-الش-009-CD66,2026-02-03T21:00:00,13.5,9.06,Mixed,11.4,46.2,72.4,OK,False
BIN-الش-010-5C61,2026-02-03T00:00:00,54.6,210.28,Organic,7.9,62.4,56.2,OK,False
BIN-الش-010-5C61,2026-02-03T03:00:00,55.3,213.06,Organic,10.4,49.5,56.1,OK,False
BIN-الش-010-5C61,2026-02-03T06:00:00,56.7,218.38,Organic,11.7,65.7,56.0,OK,False
BIN-الش-010-5C61,2026-02-03T09:00:00,57.2,220.09,Organic,11.8,55.4,56.0,OK,False
BIN-الش-010-5C61,2026-02-03T12:00:00,58.0,223.13,Organic,9.5,54.7,56.0,OK,False
BIN-الش-010-5C61,2026-02-03T15:00:00,58.7,225.94,Organic,8.5,48.5,55.9,OK,False
BIN-الش-010-5C61,2026-02-03T18:00:00,59.3,228.31,Organic,10.3,63.9,55.8,OK,False
BIN-الش-010-5C61,2026-02-03T21:00:00,60.0,231.16,Organic,10.5,56.4,55.8,OK,False
BIN-الش-011-DCE7,2026-02-03T00:00:00,70.6,130.55,Plastic,12.8,69.3,61.4,OK,False
BIN-الش-011-DCE7,2026-02-03T03:00:00,76.1,140.71,Plastic,7.3,65.0,61.3,OK,False
BIN-الش-011-DCE7,2026-02-03T06:00:00,82.6,152.58,Plastic,11.0,46.1,61.3,OK,False
BIN-الش-011-DCE7,2026-02-03T09:00:00,86.4,159.74,Plastic,12.6,55.5,61.2,OK,False
BIN-الش-011-DCE7,2026-02-03T12:00:00,92.8,171.48,Plastic,10.6,75.8,61.2,OK,False
BIN-الش-011-DCE7,2026-02-03T15:00:00,96.0,177.4,Plastic,8.6,31.6,61.1,OK,False
BIN-الش-011-DCE7,2026-02-03T18:00:00,100.0,189.27,Plastic,10.8,70.3,61.0,OK,False
BIN-الش-011-DCE7,2026-02-03T21:00:00,100.0,194.04,Plastic,11.7,61.2,61.0,OK,False
BIN-الش-012-5B98,2026-02-03T00:00:00,39.3,33.0,Organic,9.9,54.2,59.7,OK,False
BIN-الش-012-5B98,2026-02-03T03:00:00,42.2,35.48,Organic,7.9,43.9,59.7,OK,False
BIN-الش-012-5B98,2026-02-03T06:00:00,45.8,38.44,Organic,13.3,51.1,59.6,OK,False
BIN-الش-012-5B98,2026-02-03T09:00:00,48.4,40.62,Organic,10.2,41.1,59.6,OK,False
BIN-الش-012-5B98,2026-02-03T12:00:00,50.8,42.64,Organic,7.8,45.7,59.6,OK,False
BIN-الش-012-5B98,2026-02-03T15:00:00,54.7,45.91,Organic,9.6,55.2,59.5,OK,False
BIN-الش-012-5B98,2026-02-03T18:00:00,56.6,47.57,Organic,10.3,56.2,59.5,OK,False
BIN-الش-012-5B98,2026-02-03T21:00:00,59.2,49.69,Organic,11.7,50.9,59.5,OK,False
BIN-أسي-001-8D18,2026-02-03T00:00:00,7.4,6.23,Organic,16.5,41.4,73.3,OK,False
BIN-أسي-001-8D18,2026-02-03T03:00:00,9.2,7.69,Organic,16.0,44.6,73.3,OK,False
BIN-أسي-001-8D18,2026-02-03T06:00:00,10.8,9.06,Organic,15.8,48.0,73.2,OK,False
BIN-أسي-001-8D18,2026-02-03T09:00:00,13.1,10.97,Organic,14.7,88.3,73.2,OK,False
BIN-أسي-001-8D18,2026-02-03T12:00:00,14.2,11.89,Organic,19.7,67.3,73.1,OK,False
BIN-أسي-001-8D18,2026-02-03T15:00:00,15.1,12.71,Organic,18.1,62.5,73.1,OK,False
BIN-أسي-001-8D18,2026-02-03T18:00:00,16.6,13.99,Organic,18.5,59.6,73.1,OK,False
BIN-أسي-001-8D18,2026-02-03T21:00:00,18.1,15.18,Organic,18.3,55.1,73.0,OK,False
BIN-أسي-002-B928,2026-02-03T00:00:00,90.9,61.06,Plastic,16.3,79.3,66.1,OK,False
BIN-أسي-002-B928,2026-02-03T03:00:00,92.9,62.42,Plastic,18.3,50.1,66.0,OK,False
BIN-أسي-002-B928,2026-02-03T06:00:00,1.9,1.28,Plastic,17.0,62.0,66.0,OK,True
BIN-أسي-002-B928,2026-02-03T09:00:00,1.8,1.23,Plastic,17.0,58.7,65.9,OK,False
BIN-أسي-002-B928,2026-02-03T12:00:00,3.7,2.5,Plastic,16.6,56.9,65.8,OK,False
BIN-أسي-002-B928,2026-02-03T15:00:00,5.7,3.86,Plastic,15.4,50.7,65.8,OK,False
BIN-أسي-002-B928,2026-02-03T18:00:00,8.1,5.47,Plastic,15.3,67.4,65.7,OK,False
BIN-أسي-002-B928,2026-02-03T21:00:00,11.0,7.37,Plastic,15.4,67.9,65.7,OK,False
BIN-أسي-003-0C0B,2026-02-03T00:00:00,80.7,248.62,Mixed,18.6,65.7,73.1,OK,False
BIN-أسي-003-0C0B,2026-02-03T03:00:00,82.0,252.43,Mixed,19.1,52.6,73.1,OK,False
BIN-أسي-003-0C0B,2026-02-03T06:00:00,82.7,254.78,Mixed,17.8,56.3,73.0,OK,False
BIN-أسي-003-0C0B,2026-02-03T09:00:00,83.5,257.28,Mixed,15.7,75.3,73.0,OK,False
BIN-أسي-003-0C0B,2026-02-03T12:00:00,84.7,260.84,Mixed,17.2,55.9,73.0,OK,False
BIN-أسي-003-0C0B,2026-02-03T15:00:00,85.7,263.8,Mixed,16.9,60.0,72.9,OK,False
BIN-أسي-003-0C0B,2026-02-03T18:00:00,86.9,267.73,Mixed,15.5,50.0,72.9,OK,False
BIN-أسي-003-0C0B,2026-02-03T21:00:00,88.0,271.13,Mixed,17.0,55.5,72.9,OK,False
BIN-أسي-004-206A,2026-02-03T00:00:00,97.9,82.27,Organic,14.9,44.0,63.5,OK,False
BIN-أسي-004-206A,2026-02-03T03:00:00,100.0,84.55,Organic,16.7,58.9,63.5,OK,False
BIN-أسي-004-206A,2026-02-03T06:00:00,1.1,0.92,Organic,16.8,48.1,63.4,OK,True
BIN-أسي-004-206A,2026-02-03T09:00:00,5.6,4.69,Organic,15.6,74.9,63.3,OK,False
BIN-أسي-004-206A,2026-02-03T12:00:00,6.8,5.72,Organic,16.0,63.5,63.3,OK,False
BIN-أسي-004-206A,2026-02-03T15:00:00,9.9,8.29,Organic,17.2,53.2,63.3,OK,False
BIN-أسي-004-206A,2026-02-03T18:00:00,16.4,13.76,Organic,18.6,62.9,63.2,OK,False
BIN-أسي-004-206A,2026-02-03T21:00:00,19.4,16.26,Organic,16.2,49.6,63.2,OK,False
BIN-أسي-005-9944,2026-02-03T00:00:00,7.9,18.23,Organic,16.9,75.7,57.8,OK,False
BIN-أسي-005-9944,2026-02-03T03:00:00,9.7,22.51,Organic,14.1,61.9,57.7,OK,False
BIN-أسي-005-9944,2026-02-03T06:00:00,12.5,28.82,Organic,18.0,65.4,57.7,OK,False
BIN-أسي-005-9944,2026-02-03T09:00:00,13.7,31.58,Organic,16.7,72.4,57.6,OK,False
BIN-أسي-005-9944,2026-02-03T12:00:00,15.2,35.2,Organic,16.9,48.7,57.5,OK,False
BIN-أسي-005-9944,2026-02-03T15:00:00,17.8,41.15,Organic,17.9,50.7,57.5,OK,False
BIN-أسي-005-9944,2026-02-03T18:00:00,19.0,43.81,Organic,17.9,59.3,57.4,OK,False
BIN-أسي-005-9944,2026-02-03T21:00:00,21.2,48.91,Organic,15.7,68.1,57.4,OK,False
BIN-أسي-006-6653,2026-02-03T00:00:00,51.8,199.32,Organic,16.7,49.8,85.1,OK,False
BIN-أسي-006-6653,2026-02-03T03:00:00,52.5,202.21,Organic,15.6,47.2,85.0,OK,False
BIN-أسي-006-6653,2026-02-03T06:00:00,53.4,205.46,Organic,17.9,48.5,85.0,OK,False
BIN-أسي-006-6653,2026-02-03T09:00:00,54.4,209.51,Organic,14.6,75.3,84.9,OK,False
BIN-أسي-006-6653,2026-02-03T12:00:00,55.5,213.58,Organic,16.9,45.0,84.9,OK,False
BIN-أسي-006-6653,2026-02-03T15:00:00,56.4,217.02,Organic,18.2,63.3,84.9,OK,False
BIN-أسي-006-6653,2026-02-03T18:00:00,57.5,221.23,Organic,17.7,63.6,84.8,OK,False
BIN-أسي-006-6653,2026-02-03T21:00:00,58.4,225.01,Organic,14.2,57.0,84.8,OK,False
BIN-أسي-007-86AE,2026-02-03T00:00:00,67.0,45.03,Mixed,20.1,41.9,60.1,OK,False
BIN-أسي-007-86AE,2026-02-03T03:00:00,72.1,48.45,Mixed,16.6,72.0,60.1,OK,False
BIN-أسي-007-86AE,2026-02-03T06:00:00,73.9,49.66,Mixed,16.3,49.2,60.0,OK,False
BIN-أسي-007-86AE,2026-02-03T09:00:00,78.5,52.76,Mixed,15.2,39.4,60.0,OK,False
BIN-أسي-007-86AE,2026-02-03T12:00:00,2.4,1.61,Mixed,17.6,58.9,59.9,OK,True
BIN-أسي-007-86AE,2026-02-03T15:00:00,2.8,1.9,Mixed,16.0,53.8,59.9,OK,False
BIN-أسي-007-86AE,2026-02-03T18:00:00,6.8,4.57,Mixed,17.1,62.1,59.8,OK,False
BIN-أسي-007-86AE,2026-02-03T21:00:00,8.0,5.35,Mixed,17.4,53.1,59.8,OK,False
BIN-أسو-001-7C4E,2026-02-03T00:00:00,39.2,16.45,Organic,19.3,47.3,60.7,OK,False
BIN-أسو-001-7C4E,2026-02-03T03:00:00,41.4,17.4,Organic,17.7,32.6,60.7,OK,False
BIN-أسو-001-7C4E,2026-02-03T06:00:00,48.8,20.48,Organic,17.4,50.1,60.6,OK,False
BIN-أسو-001-7C4E,2026-02-03T09:00:00,56.7,23.83,Organic,16.3,57.2,60.6,OK,False
BIN-أسو-001-7C4E,2026-02-03T12:00:00,66.4,27.88,Organic,16.2,40.0,60.5,OK,False
BIN-أسو-001-7C4E,2026-02-03T15:00:00,66.4,27.88,Organic,18.1,51.8,60.4,OK,False
BIN-أسو-001-7C4E,2026-02-03T18:00:00,78.0,32.75,Organic,17.2,34.3,60.4,OK,False
BIN-أسو-001-7C4E,2026-02-03T21:00:00,86.9,36.5,Organic,16.5,75.9,60.3,OK,False
BIN-أسو-002-2113,2026-02-03T00:00:00,49.0,188.5,Organic,17.7,53.2,61.0,OK,False
BIN-أسو-002-2113,2026-02-03T03:00:00,49.8,191.87,Organic,15.9,64.1,61.0,OK,False
BIN-أسو-002-2113,2026-02-03T06:00:00,50.4,193.89,Organic,15.6,72.5,61.0,OK,False
BIN-أسو-002-2113,2026-02-03T09:00:00,51.2,197.14,Organic,15.5,82.4,60.9,OK,False
BIN-أسو-002-2113,2026-02-03T12:00:00,51.9,200.01,Organic,16.9,73.5,60.8,OK,False
BIN-أسو-002-2113,2026-02-03T15:00:00,52.7,202.81,Organic,16.4,53.4,60.8,OK,False
BIN-أسو-002-2113,2026-02-03T18:00:00,53.7,206.75,Organic,16.9,62.8,60.7,OK,False
BIN-أسو-002-2113,2026-02-03T21:00:00,54.6,210.21,Organic,16.6,52.1,60.7,OK,False
BIN-أسو-003-398D,2026-02-03T00:00:00,54.6,168.13,Plastic,16.8,70.3,86.2,OK,False
BIN-أسو-003-398D,2026-02-03T03:00:00,54.8,168.66,Plastic,18.1,68.9,86.2,OK,False
BIN-أسو-003-398D,2026-02-03T06:00:00,54.9,168.95,Plastic,18.0,71.8,86.1,OK,False
BIN-أسو-003-398D,2026-02-03T09:00:00,55.2,169.88,Plastic,17.6,55.4,86.1,OK,False
BIN-أسو-003-398D,2026-02-03T12:00:00,55.3,170.46,Plastic,16.5,61.8,86.0,OK,False
BIN-أسو-003-398D,2026-02-03T15:00:00,55.6,171.25,Plastic,17.7,54.7,86.0,OK,False
BIN-أسو-003-398D,2026-02-03T18:00:00,55.9,172.04,Plastic,16.6,41.5,85.9,OK,False
BIN-أسو-003-398D,2026-02-03T21:00:00,56.1,172.92,Plastic,16.9,61.2,85.9,OK,False
BIN-أسو-004-4D9A,2026-02-03T00:00:00,44.1,37.04,Organic,13.9,51.8,75.4,OK,False
BIN-أسو-004-4D9A,2026-02-03T03:00:00,47.0,39.47,Organic,20.7,62.2,75.3,OK,False
BIN-أسو-004-4D9A,2026-02-03T06:00:00,49.4,41.52,Organic,16.3,72.7,75.2,OK,False
BIN-أسو-004-4D9A,2026-02-03T09:00:00,52.4,44.05,Organic,20.6,59.8,75.2,OK,False
BIN-أسو-004-4D9A,2026-02-03T12:00:00,56.7,47.59,Organic,15.4,49.0,75.2,OK,False
BIN-أسو-004-4D9A,2026-02-03T15:00:00,59.0,49.59,Organic,17.4,53.6,75.1,OK,False
BIN-أسو-004-4D9A,2026-02-03T18:00:00,62.0,52.05,Organic,17.3,64.7,75.1,OK,False
BIN-أسو-004-4D9A,2026-02-03T21:00:00,66.6,55.95,Organic,16.0,48.4,75.0,OK,False
BIN-الب-001-79B9,2026-02-03T00:00:00,68.8,159.04,Organic,13.5,69.0,75.0,OK,False
BIN-الب-001-79B9,2026-02-03T03:00:00,69.9,161.45,Organic,10.3,57.0,74.9,OK,False
BIN-الب-001-79B9,2026-02-03T06:00:00,72.5,167.58,Organic,9.8,62.7,74.8,OK,False
BIN-الب-001-79B9,2026-02-03T09:00:00,74.6,172.35,Organic,10.3,61.5,74.8,OK,False
BIN-الب-001-79B9,2026-02-03T12:00:00,76.2,176.02,Organic,9.0,41.9,74.7,OK,False
BIN-الب-001-79B9,2026-02-03T15:00:00,78.8,182.07,Organic,11.4,51.0,74.7,OK,False
BIN-الب-001-79B9,2026-02-03T18:00:00,80.0,184.83,Organic,11.9,36.2,74.6,OK,False
BIN-الب-001-79B9,2026-02-03T21:00:00,82.6,190.84,Organic,7.7,50.2,74.6,OK,False
BIN-الب-002-9208,2026-02-03T00:00:00,4.9,15.21,Plastic,9.8,58.3,86.3,OK,False
BIN-الب-002-9208,2026-02-03T03:00:00,5.5,17.08,Plastic,9.9,48.2,86.3,OK,False
BIN-الب-002-9208,2026-02-03T06:00:00,7.0,21.57,Plastic,9.1,54.1,86.2,OK,False
BIN-الب-002-9208,2026-02-03T09:00:00,8.1,24.81,Plastic,6.3,48.3,86.2,OK,False
BIN-الب-002-9208,2026-02-03T12:00:00,9.9,30.36,Plastic,13.2,36.4,86.1,OK,False
BIN-الب-002-9208,2026-02-03T15:00:00,10.7,32.91,Plastic,8.7,50.0,86.1,OK,False
BIN-الب-002-9208,2026-02-03T18:00:00,12.3,37.79,Plastic,11.3,65.9,86.0,OK,False
BIN-الب-002-9208,2026-02-03T21:00:00,13.0,39.98,Plastic,13.8,66.6,86.0,OK,False
BIN-الب-003-F468,2026-02-03T00:00:00,63.9,246.05,Organic,7.0,48.1,59.5,OK,False
BIN-الب-003-F468,2026-02-03T03:00:00,64.2,247.01,Organic,7.3,74.6,59.5,OK,False
BIN-الب-003-F468,2026-02-03T06:00:00,64.4,247.92,Organic,10.7,54.3,59.4,OK,False
BIN-الب-003-F468,2026-02-03T09:00:00,64.5,248.16,Organic,9.9,71.5,59.4,OK,False
BIN-الب-003-F468,2026-02-03T12:00:00,64.7,249.2,Organic,6.5,79.5,59.3,OK,False
BIN-الب-003-F468,2026-02-03T15:00:00,64.9,250.02,Organic,8.6,70.0,59.3,OK,False
BIN-الب-003-F468,2026-02-03T18:00:00,65.1,250.56,Organic,11.8,54.3,59.3,OK,False
BIN-الب-003-F468,2026-02-03T21:00:00,65.2,251.05,Organic,10.3,38.2,59.2,OK,False
BIN-الب-004-8FCE,2026-02-03T00:00:00,32.0,26.84,Organic,11.6,38.1,86.1,OK,False
BIN-الب-004-8FCE,2026-02-03T03:00:00,35.6,29.94,Organic,10.7,64.9,86.0,OK,False
BIN-الب-004-8FCE,2026-02-03T06:00:00,40.0,33.64,Organic,11.2,52.4,86.0,OK,False
BIN-الب-004-8FCE,2026-02-03T09:00:00,42.6,35.77,Organic,11.2,41.4,85.9,OK,False
BIN-الب-004-8FCE,2026-02-03T12:00:00,47.1,39.57,Organic,8.6,60.5,85.9,OK,False
BIN-الب-004-8FCE,2026-02-03T15:00:00,52.0,43.66,Organic,8.8,59.5,85.9,OK,False
BIN-الب-004-8FCE,2026-02-03T18:00:00,56.9,47.8,Organic,8.8,31.2,85.8,OK,False
BIN-الب-004-8FCE,2026-02-03T21:00:00,59.7,50.12,Organic,10.4,86.9,85.8,OK,False
BIN-الب-005-1B4A,2026-02-03T00:00:00,71.1,29.86,Organic,10.2,42.7,62.9,OK,False
BIN-الب-005-1B4A,2026-02-03T03:00:00,84.3,35.42,Organic,10.9,54.8,62.8,OK,False
BIN-الب-005-1B4A,2026-02-03T06:00:00,2.3,0.97,Organic,9.7,41.7,62.8,OK,True
BIN-الب-005-1B4A,2026-02-03T09:00:00,6.4,2.69,Organic,10.1,38.9,62.7,OK,False
BIN-الب-005-1B4A,2026-02-03T12:00:00,15.5,6.5,Organic,9.8,35.7,62.7,OK,False
BIN-الب-005-1B4A,2026-02-03T15:00:00,22.1,9.29,Organic,6.7,57.1,62.7,OK,False
BIN-الب-005-1B4A,2026-02-03T18:00:00,28.7,12.07,Organic,9.9,57.1,62.6,OK,False
BIN-الب-005-1B4A,2026-02-03T21:00:00,44.2,18.55,Organic,7.6,55.3,62.6,OK,False
BIN-الب-006-2D95,2026-02-03T00:00:00,83.5,28.05,Plastic,12.2,47.3,75.8,OK,False
BIN-الب-006-2D95,2026-02-03T03:00:00,91.0,30.57,Plastic,11.5,38.0,75.8,OK,False
BIN-الب-006-2D95,2026-02-03T06:00:00,98.6,33.13,Plastic,11.3,59.6,75.7,OK,False
BIN-الب-006-2D95,2026-02-03T09:00:00,100.0,35.28,Plastic,10.8,50.4,75.7,OK,False
BIN-الب-006-2D95,2026-02-03T12:00:00,0.9,0.3,Plastic,8.8,50.9,75.6,OK,True
BIN-الب-006-2D95,2026-02-03T15:00:00,11.4,3.84,Plastic,11.3,52.5,75.5,OK,False
BIN-الب-006-2D95,2026-02-03T18:00:00,25.4,8.53,Plastic,12.1,49.9,75.5,OK,False
BIN-الب-006-2D95,2026-02-03T21:00:00,40.4,13.57,Plastic,9.5,48.8,75.5,OK,False
BIN-الب-007-21C5,2026-02-03T00:00:00,69.9,129.15,Metal,9.8,83.2,69.1,OK,False
BIN-الب-007-21C5,2026-02-03T03:00:00,72.6,134.18,Metal,10.1,54.3,69.1,OK,False
BIN-الب-007-21C5,2026-02-03T06:00:00,74.9,138.5,Metal,10.3,60.0,69.0,OK,False
BIN-الب-007-21C5,2026-02-03T09:00:00,78.4,144.94,Metal,10.7,65.2,69.0,OK,False
BIN-الب-007-21C5,2026-02-03T12:00:00,80.9,149.49,Metal,11.2,69.2,68.9,OK,False
BIN-الب-007-21C5,2026-02-03T15:00:00,85.5,157.93,Metal,11.3,44.9,68.9,OK,False
BIN-الب-007-21C5,2026-02-03T18:00:00,87.5,161.67,Metal,11.1,53.0,68.8,OK,False
BIN-الب-007-21C5,2026-02-03T21:00:00,89.6,165.55,Metal,10.2,52.3,68.8,OK,False
BIN-الب-008-C5B3,2026-02-03T00:00:00,11.2,20.63,Plastic,9.6,36.9,68.1,OK,False
BIN-الب-008-C5B3,2026-02-03T03:00:00,18.7,34.49,Plastic,13.7,40.7,68.0,OK,False
BIN-الب-008-C5B3,2026-02-03T06:00:00,23.0,42.5,Plastic,7.4,44.8,67.9,OK,False
BIN-الب-008-C5B3,2026-02-03T09:00:00,26.6,49.16,Plastic,6.4,64.0,67.9,OK,False
BIN-الب-008-C5B3,2026-02-03T12:00:00,31.1,57.41,Plastic,8.9,53.1,67.8,OK,False
BIN-الب-008-C5B3,2026-02-03T15:00:00,35.7,65.97,Plastic,7.9,30.0,67.8,OK,False
BIN-الب-008-C5B3,2026-02-03T18:00:00,38.6,71.41,Plastic,10.5,59.8,67.7,OK,False
BIN-الب-008-C5B3,2026-02-03T21:00:00,40.5,74.79,Plastic,10.7,74.7,67.6,OK,False
BIN-الب-009-08E3,2026-02-03T00:00:00,63.2,116.88,Mixed,9.2,50.7,84.3,OK,False
BIN-الب-009-08E3,2026-02-03T03:00:00,64.7,119.55,Mixed,8.8,46.3,84.2,OK,False
BIN-الب-009-08E3,2026-02-03T06:00:00,65.5,121.0,Mixed,9.8,72.0,84.2,OK,False
BIN-الب-009-08E3,2026-02-03T09:00:00,66.8,123.37,Mixed,9.9,58.0,84.1,OK,False
BIN-الب-009-08E3,2026-02-03T12:00:00,67.8,125.3,Mixed,10.5,53.5,84.1,OK,False
BIN-الب-009-08E3,2026-02-03T15:00:00,68.3,126.2,Mixed,5.1,32.6,84.0,OK,False
BIN-الب-009-08E3,2026-02-03T18:00:00,68.8,127.19,Mixed,10.3,64.1,84.0,OK,False
BIN-الب-009-08E3,2026-02-03T21:00:00,69.8,128.94,Mixed,11.4,58.2,83.9,OK,False
BIN-الب-010-6FE8,2026-02-03T00:00:00,12.9,49.7,Organic,12.2,58.0,61.6,OK,False
BIN-الب-010-6FE8,2026-02-03T03:00:00,13.4,51.43,Organic,9.4,48.3,61.5,OK,False
BIN-الب-010-6FE8,2026-02-03T06:00:00,15.2,58.41,Organic,9.4,69.2,61.5,OK,False
BIN-الب-010-6FE8,2026-02-03T09:00:00,15.9,61.21,Organic,13.3,46.0,61.4,OK,False
BIN-الب-010-6FE8,2026-02-03T12:00:00,17.2,66.27,Organic,10.1,37.5,61.4,OK,False
BIN-الب-010-6FE8,2026-02-03T15:00:00,18.8,72.52,Organic,10.8,51.0,61.3,OK,False
BIN-الب-010-6FE8,2026-02-03T18:00:00,19.8,76.4,Organic,10.4,64.2,61.2,OK,False
BIN-الب-010-6FE8,2026-02-03T21:00:00,21.2,81.48,Organic,10.8,65.8,61.2,OK,False
BIN-الب-011-7828,2026-02-03T00:00:00,69.7,29.29,Organic,11.5,58.5,86.7,OK,False
BIN-الب-011-7828,2026-02-03T03:00:00,73.8,31.01,Organic,8.9,37.6,86.6,OK,False
BIN-الب-011-7828,2026-02-03T06:00:00,78.5,32.95,Organic,11.8,60.2,86.6,OK,False
BIN-الب-011-7828,2026-02-03T09:00:00,80.4,33.77,Organic,10.6,61.3,86.6,OK,False
BIN-الب-011-7828,2026-02-03T12:00:00,86.0,36.14,Organic,11.4,43.2,86.6,OK,False
BIN-الب-011-7828,2026-02-03T15:00:00,91.1,38.27,Organic,9.9,63.3,86.5,OK,False
BIN-الب-011-7828,2026-02-03T18:00:00,92.7,38.95,Organic,10.7,63.0,86.5,OK,False
BIN-الب-011-7828,2026-02-03T21:00:00,97.1,40.77,Organic,10.8,49.7,86.4,OK,False
BIN-الب-012-1644,2026-02-03T00:00:00,59.3,19.91,Paper,12.2,62.7,68.6,OK,False
BIN-الب-012-1644,2026-02-03T03:00:00,71.4,23.99,Paper,10.1,63.8,68.5,OK,False
BIN-الب-012-1644,2026-02-03T06:00:00,77.4,26.0,Paper,9.5,54.5,68.4,OK,False
BIN-الب-012-1644,2026-02-03T09:00:00,87.5,29.4,Paper,10.3,50.5,68.4,OK,False
BIN-الب-012-1644,2026-02-03T12:00:00,2.9,0.97,Paper,9.5,44.1,68.3,OK,True
BIN-الب-012-1644,2026-02-03T15:00:00,13.9,4.66,Paper,6.2,64.5,68.3,OK,False
BIN-الب-012-1644,2026-02-03T18:00:00,19.9,6.68,Paper,11.7,47.5,68.2,OK,False
BIN-الب-012-1644,2026-02-03T21:00:00,36.0,12.08,Paper,10.5,57.5,68.1,OK,False
BIN-الد-001-1BFC,2026-02-03T00:00:00,23.1,19.42,Organic,9.3,58.1,76.2,OK,False
BIN-الد-001-1BFC,2026-02-03T03:00:00,28.3,23.76,Organic,10.6,39.0,76.2,OK,False
BIN-الد-001-1BFC,2026-02-03T06:00:00,31.4,26.35,Organic,13.2,57.5,76.1,OK,False
BIN-الد-001-1BFC,2026-02-03T09:00:00,35.2,29.56,Organic,9.9,52.7,76.1,OK,False
BIN-الد-001-1BFC,2026-02-03T12:00:00,40.4,33.9,Organic,10.6,55.3,76.0,OK,False
BIN-الد-001-1BFC,2026-02-03T15:00:00,45.1,37.88,Organic,11.8,57.5,75.9,OK,False
BIN-الد-001-1BFC,2026-02-03T18:00:00,49.2,41.3,Organic,7.6,52.1,75.9,OK,False
BIN-الد-001-1BFC,2026-02-03T21:00:00,56.1,47.14,Organic,9.0,39.1,75.8,OK,False
BIN-الد-002-AD32,2026-02-03T00:00:00,67.8,260.84,Organic,9.4,43.9,86.2,OK,False
BIN-الد-002-AD32,2026-02-03T03:00:00,68.0,261.77,Organic,10.2,36.9,86.1,OK,False
BIN-الد-002-AD32,2026-02-03T06:00:00,68.3,262.84,Organic,10.6,35.2,86.1,OK,False
BIN-الد-002-AD32,2026-02-03T09:00:00,68.5,263.81,Organic,7.4,42.8,86.0,OK,False
BIN-الد-002-AD32,2026-02-03T12:00:00,68.8,265.05,Organic,11.6,62.5,86.0,OK,False
BIN-الد-002-AD32,2026-02-03T15:00:00,69.2,266.38,Organic,12.6,49.8,85.9,OK,False
BIN-الد-002-AD32,2026-02-03T18:00:00,69.4,267.2,Organic,8.5,66.4,85.8,OK,False
BIN-الد-002-AD32,2026-02-03T21:00:00,69.6,267.86,Organic,13.2,38.8,85.8,OK,False
BIN-الد-003-3694,2026-02-03T00:00:00,9.1,16.86,Paper,9.4,43.4,58.4,OK,False
